npy_path,file_path,label,condition
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F006_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F006.wav,angry,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F006_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F006.wav,angry,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F006_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F006.wav,angry,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F007_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F007.wav,angry,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F007_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F007.wav,angry,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F007_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F007.wav,angry,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F007_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F007.wav,angry,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F007_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F007.wav,angry,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F008_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F008.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F008_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F008.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F008_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F008.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F008_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F008.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F008_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F008.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F009_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F009.wav,happy,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F009_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F009.wav,happy,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F009_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F009.wav,happy,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F009_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F009.wav,happy,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F009_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F009.wav,happy,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F010_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F010.wav,sad,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F010_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F010.wav,sad,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F010_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F010.wav,sad,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F010_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F010.wav,sad,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F010_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F010.wav,sad,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F015_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F015.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F015_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F015.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F015_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F015.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F015_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F015.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F015_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F015.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F024_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F024.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F024_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F024.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F024_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F024.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F024_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F024.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F024_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F024.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F025_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F025.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F025_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F025.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F025_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F025.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F025_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F025.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_F025_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F025.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M002_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M002.wav,happy,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M002_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M002.wav,happy,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M002_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M002.wav,happy,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M002_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M002.wav,happy,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M002_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M002.wav,happy,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M007_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M007.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M007_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M007.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M007_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M007.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M007_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M007.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M007_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M007.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M008_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M008_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M008_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M008_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M008_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M009_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M009.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M009_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M009.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M009_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M009.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M009_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M009.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M009_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M009.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M010_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M010_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M010_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M010_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M010_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M011_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M011_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M011_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M011_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M011_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M013_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M013_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M013_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M013_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M013_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M014_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M014_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M014_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M014_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M014_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M015_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M015_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M015_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav,neutral,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M015_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav,neutral,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M015_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav,neutral,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M016_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M016.wav,happy,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M016_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M016.wav,happy,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M016_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M016.wav,happy,gauss_5
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M016_room_03.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M016.wav,happy,room_03
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M016_room_06.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M016.wav,happy,room_06
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M020_gauss_20.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M020.wav,neutral,gauss_20
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M020_gauss_10.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M020.wav,neutral,gauss_10
D:\Users\User\Desktop\demokritos-DeepLearning-project\workflows\iemocap_dl\spectrograms\train_augmented\Ses01F_script02_1_M020_gauss_5.npy,/workspace/datasets/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M020.wav,neutral,gauss_5
